,date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon
477,2000-07-01,Ceel Dheer,,,,,,,,,,
478,2000-07-01,Diinsoor,,,1.6,,,,,19.6,,
479,2000-07-01,Doolow,,,560.0,,,,,15.0,,
480,2000-07-01,Ceel Barde,,,,,,,,240.0,,
481,2000-07-01,Garbahaarey,,,898.0,,,,,89.0,,
482,2000-07-01,Gebiley,,,1.4,,,,,7.14,,
483,2000-07-01,Baki,,,450.0,,,,,45.0,,
484,2000-07-01,Hargeysa,,,465.0,,,,,2.16,,
485,2000-07-01,Hobyo,,,,,,,,,,
486,2000-07-01,Jalalaqsi,,,750.0,,,,,300.0,,
487,2000-07-01,Jamaame,,,1.838,,,,,,,
488,2000-07-01,Jilib,,,2.625,,,,,320.0,,
489,2000-07-01,Jowhar,,,10.4,,,,,4.5,,
490,2000-07-01,Kismaayo,,,525.0,,,,,,,
491,2000-07-01,Kurtunwaarey,,,3.895,,,,,,,
492,2000-07-01,Luuq,,,1.44,,,,,100.0,,
493,2000-07-01,Marka,,,29.0,,,,,,,
494,2000-07-01,Owdweyne,,,9.0,,,,,252.0,,
495,2000-07-01,Qansax Dheere,,,2.0,,,,,17.5,,
496,2000-07-01,Qoryooley,,,11.44,,,,,60.0,,
497,2000-07-01,Rab Dhuure,,,60.0,,,,,750.0,,
498,2000-07-01,Saakow,,,1.5,,,,,1.35,,
499,2000-07-01,Sablaale,,,3.42,,,,,,,
500,2000-07-01,Sheikh,,,,,,,,,,
501,2000-07-01,Tayeeglow,,,140.0,,,,,1.95,,
502,2000-07-01,Waajid,,,100.0,,,,,1.2,,
503,2000-07-01,Wanla Weyn,,,,,,,,11.9,,
504,2000-07-01,Xarardheere,,,,,,,,,,
505,2000-07-01,Xudur,,,200.0,,,,,1.65,,
506,2001-01-01,Adan Yabaal,,,,,,,,66.0,,
507,2001-01-01,Afgooye,,,4.8,,,,,2.88,,
508,2001-01-01,Afmadow,,,540.0,,,,,40.0,,
509,2001-01-01,Baardheere,,,1.75,,,,,2.5,,
510,2001-01-01,Badhaadhe,,,720.0,,,,,150.0,,
511,2001-01-01,Balcad,,,2.8,,,,,1.1,,
512,2001-01-01,Baraawe,,,1.52,,,,,,,
513,2001-01-01,Baidoa,,,,,,,,8.51,,
514,2001-01-01,Belet Weyne,,,150.0,,,,,25.0,,
515,2001-01-01,Belet Xaawo,,,32.0,,,,,20.0,,
516,2001-01-01,Borama,,,,,,,,,,
517,2001-01-01,Bu'aale,,,180.0,,,,,255.0,,
518,2001-01-01,Bulo Burto,,,150.0,,,,,600.0,,
519,2001-01-01,Burco,,,,,,,,,,
520,2001-01-01,Buur Hakaba,,,,,,,,4.75,,
521,2001-01-01,Cadale,,,,,,,,36.0,,
522,2001-01-01,Ceel Buur,,,,,,,,,,
523,2001-01-01,Ceel Dheer,,,,,,,,,,
524,2001-01-01,Diinsoor,,,,,,,,10.08,,
525,2001-01-01,Doolow,,,100.0,,,,,10.0,,
526,2001-01-01,Ceel Barde,,,,,,,,38.0,,
527,2001-01-01,Garbahaarey,,,455.0,,,,,38.0,,
528,2001-01-01,Gebiley,,,,,,,,,,
529,2001-01-01,Baki,,,30.0,,,,,40.0,,
530,2001-01-01,Hargeysa,,,,,,,,,,
531,2001-01-01,Hobyo,,,,,,,,,,
532,2001-01-01,Jalalaqsi,,,800.0,,,,,250.0,,
533,2001-01-01,Jamaame,,,180.0,,,,,,,
534,2001-01-01,Jilib,,,1.08,,,,,360.0,,
535,2001-01-01,Jowhar,,,7.4,,,,,850.0,,
536,2001-01-01,Kismaayo,,,128.0,,,,,,,
537,2001-01-01,Kurtunwaarey,,,4.29,,,,,,,
538,2001-01-01,Luuq,,,540.0,,,,,50.0,,
539,2001-01-01,Marka,,,15.2,,,,,210.0,,
540,2001-01-01,Owdweyne,,,,,,,,,,
541,2001-01-01,Qansax Dheere,,,,,,,,8.5,,
542,2001-01-01,Qoryooley,,,5.95,,,,,25.0,,
543,2001-01-01,Rab Dhuure,,,8.0,,,,,180.0,,
544,2001-01-01,Saakow,,,350.0,,,,,1.8,,
545,2001-01-01,Sablaale,,,700.0,,,,,,,
546,2001-01-01,Sheikh,,,,,,,,,,
547,2001-01-01,Tayeeglow,,,15.0,,,,,400.0,,
548,2001-01-01,Waajid,,,15.0,,,,,255.0,,
549,2001-01-01,Wanla Weyn,,,,,,,,1.75,,
550,2001-01-01,Xarardheere,,,,,,,,,,
551,2001-01-01,Xudur,,,10.0,,,,,300.0,,
552,2001-07-01,Adan Yabaal,,,,,,,,48.0,,
553,2001-07-01,Afgooye,,,5.6,,,,,600.0,,
554,2001-07-01,Afmadow,,,460.0,,,,,30.0,,
555,2001-07-01,Baardheere,,,1.5,,,,,400.0,,
556,2001-07-01,Badhaadhe,,,1.05,,,,,75.0,,
557,2001-07-01,Balcad,,,3.12,,,,,3.75,,
558,2001-07-01,Baraawe,,,960.0,,,,,,,
559,2001-07-01,Baidoa,,,50.0,,,,,1.0,,
560,2001-07-01,Belet Weyne,,,180.0,,,,,400.0,,
561,2001-07-01,Belet Xaawo,,,120.0,,,,,,,
562,2001-07-01,Borama,,,300.0,,,,,1.32,,
563,2001-07-01,Bu'aale,,,3.3,,,,,250.0,,
564,2001-07-01,Bulo Burto,,,300.0,,,,,240.0,,
565,2001-07-01,Burco,,,,,,,,,,
566,2001-07-01,Buur Hakaba,,,60.0,,,,,1.3,,
567,2001-07-01,Cadale,,,,,,,,28.0,,
568,2001-07-01,Ceel Buur,,,,,,,,,,
569,2001-07-01,Ceel Dheer,,,,,,,,,,
570,2001-07-01,Diinsoor,,,50.0,,,,,1.6,,
571,2001-07-01,Doolow,,,160.0,,,,,,,
572,2001-07-01,Ceel Barde,,,,,,,,100.0,,
573,2001-07-01,Garbahaarey,,,706.0,,,,,,,
574,2001-07-01,Gebiley,,,1.0,,,,,3.57,,
575,2001-07-01,Baki,,,32.0,,,,,48.0,,
576,2001-07-01,Hargeysa,,,250.0,,,,,1.08,,
577,2001-07-01,Hobyo,,,,,,,,,,
578,2001-07-01,Jalalaqsi,,,360.0,,,,,120.0,,
579,2001-07-01,Jamaame,,,4.5,,,,,,,
580,2001-07-01,Jilib,,,3.9,,,,,195.0,,
581,2001-07-01,Jowhar,,,8.56,,,,,4.0,,
582,2001-07-01,Kismaayo,,,960.0,,,,,,,
583,2001-07-01,Kurtunwaarey,,,8.76,,,,,,,
584,2001-07-01,Luuq,,,540.0,,,,,1.0,,
585,2001-07-01,Marka,,,26.82,,,,,,,
586,2001-07-01,Owdweyne,,,5.0,,,,,200.0,,
587,2001-07-01,Qansax Dheere,,,100.0,,,,,1.5,,
588,2001-07-01,Qoryooley,,,11.84,,,,,,,
589,2001-07-01,Rab Dhuure,,,,,,,,200.0,,
590,2001-07-01,Saakow,,,1.8,,,,,2.25,,
591,2001-07-01,Sablaale,,,1.96,,,,,,,
592,2001-07-01,Sheikh,,,,,,,,,,
593,2001-07-01,Tayeeglow,,,23.0,,,,,700.0,,
594,2001-07-01,Waajid,,,15.0,,,,,300.0,,
595,2001-07-01,Wanla Weyn,,,,,,,,7.95,,
596,2001-07-01,Xarardheere,,,,,,,,,,
597,2001-07-01,Xudur,,,24.0,,,,,500.0,,
598,2002-01-01,Adan Yabaal,,,,,,,,175.0,,
599,2002-01-01,Afgooye,,,3.0,,,,,8.0,,
600,2002-01-01,Afmadow,,,120.0,,,,,38.0,,
601,2002-01-01,Baardheere,,,2.38,,,,,540.0,,
602,2002-01-01,Badhaadhe,,,350.0,,,,,100.0,,
603,2002-01-01,Balcad,,,4.0,,,,,3.0,,
604,2002-01-01,Baraawe,,,1.875,,,,,,,
605,2002-01-01,Baidoa,,,,,,,,16.0,,
606,2002-01-01,Belet Weyne,,,1.05,,,,,2.1,,
607,2002-01-01,Belet Xaawo,,,30.0,,,,,,,
608,2002-01-01,Borama,,,,,,,,,,
609,2002-01-01,Bu'aale,,,250.0,,,,,525.0,,
610,2002-01-01,Bulo Burto,,,750.0,,,,,4.0,,
611,2002-01-01,Burco,,,,,,,,,,
612,2002-01-01,Buur Hakaba,,,,,,,,2.5,,
613,2002-01-01,Cadale,,,,,,,,88.0,,
614,2002-01-01,Ceel Buur,,,,,,,,,,
615,2002-01-01,Ceel Dheer,,,,,,,,,,
616,2002-01-01,Diinsoor,,,,,,,,14.0,,
617,2002-01-01,Doolow,,,90.0,,,,,,,
618,2002-01-01,Ceel Barde,,,,,,,,50.0,,
619,2002-01-01,Garbahaarey,,,385.0,,,,,,,
620,2002-01-01,Gebiley,,,,,,,,,,
621,2002-01-01,Baki,,,30.0,,,,,140.0,,
622,2002-01-01,Hargeysa,,,,,,,,,,
623,2002-01-01,Hobyo,,,,,,,,,,
624,2002-01-01,Jalalaqsi,,,1.2,,,,,2.4,,
625,2002-01-01,Jamaame,,,80.0,,,,,,,
626,2002-01-01,Jilib,,,1.25,,,,,210.0,,
627,2002-01-01,Jowhar,,,10.0,,,,,4.5,,
628,2002-01-01,Kismaayo,,,250.0,,,,,,,
629,2002-01-01,Kurtunwaarey,,,5.85,,,,,,,
630,2002-01-01,Luuq,,,350.0,,,,,,,
631,2002-01-01,Marka,,,14.4,,,,,600.0,,
632,2002-01-01,Owdweyne,,,,,,,,,,
633,2002-01-01,Qansax Dheere,,,,,,,,5.4,,
634,2002-01-01,Qoryooley,,,7.0,,,,,680.0,,
635,2002-01-01,Rab Dhuure,,,,,,,,160.0,,
636,2002-01-01,Saakow,,,320.0,,,,,945.0,,
637,2002-01-01,Sablaale,,,2.25,,,,,,,
638,2002-01-01,Sheikh,,,,,,,,,,
639,2002-01-01,Tayeeglow,,,100.0,,,,,700.0,,
640,2002-01-01,Waajid,,,20.0,,,,,300.0,,
641,2002-01-01,Wanla Weyn,,,,,,,,15.4,,
642,2002-01-01,Xarardheere,,,,,,,,,,
643,2002-01-01,Xudur,,,20.0,,,,,600.0,,
644,2002-07-01,Adan Yabaal,,,,,,,,20.0,,
645,2002-07-01,Afgooye,,,12.6,,,,,,,
646,2002-07-01,Afmadow,,,220.0,,,,,10.0,,
647,2002-07-01,Baardheere,,,823.0,,,,,2.533,,
648,2002-07-01,Badhaadhe,,,600.0,,,,,40.0,,
649,2002-07-01,Balcad,,,4.0,,,,,3.2,,
650,2002-07-01,Baraawe,,,6.0,,,,,,,
651,2002-07-01,Baidoa,,,3.7,,,,,19.74,,
652,2002-07-01,Belet Weyne,,,160.0,,,,,210.0,,
653,2002-07-01,Belet Xaawo,,,30.0,,,,,,,
654,2002-07-01,Borama,,,360.0,,,,,1.0,,
655,2002-07-01,Bu'aale,,,2.88,,,,,495.0,,
656,2002-07-01,Bulo Burto,,,200.0,,,,,,,
657,2002-07-01,Burco,,,,,,,,,,
658,2002-07-01,Buur Hakaba,,,510.0,,,,,7.29,,
659,2002-07-01,Cadale,,,,,,,,9.0,,
660,2002-07-01,Ceel Buur,,,,,,,,,,
661,2002-07-01,Ceel Dheer,,,,,,,,,,
662,2002-07-01,Diinsoor,,,1.35,,,,,17.39,,
663,2002-07-01,Doolow,,,60.0,,,,,,,
664,2002-07-01,Ceel Barde,,,,,,,,75.0,,
665,2002-07-01,Garbahaarey,,,380.0,,,,,130.0,,
666,2002-07-01,Gebiley,,,400.0,,,,,5.2,,
667,2002-07-01,Baki,,,240.0,,,,,36.0,,
668,2002-07-01,Hargeysa,,,320.0,,,,,1.4,,
669,2002-07-01,Hobyo,,,,,,,,,,
670,2002-07-01,Jalalaqsi,,,100.0,,,,,,,
671,2002-07-01,Jamaame,,,4.8,,,,,,,
672,2002-07-01,Jilib,,,4.2,,,,,113.0,,
673,2002-07-01,Jowhar,,,8.35,,,,,5.2,,
674,2002-07-01,Kismaayo,,,800.0,,,,,,,
675,2002-07-01,Kurtunwaarey,,,16.1,,,,,,,
676,2002-07-01,Luuq,,,90.0,,,,,,,
677,2002-07-01,Marka,,,38.5,,,,,,,
678,2002-07-01,Owdweyne,,,,,,,,200.0,,
679,2002-07-01,Qansax Dheere,,,1.36,,,,,11.84,,
680,2002-07-01,Qoryooley,,,15.3,,,,,300.0,,
681,2002-07-01,Rab Dhuure,,,,,,,,225.0,,
682,2002-07-01,Saakow,,,2.1,,,,,1.8,,
683,2002-07-01,Sablaale,,,3.52,,,,,,,
684,2002-07-01,Sheikh,,,,,,,,,,
685,2002-07-01,Tayeeglow,,,15.0,,,,,300.0,,
686,2002-07-01,Waajid,,,,,,,,180.0,,
687,2002-07-01,Wanla Weyn,,,,,,,,8.4,,
688,2002-07-01,Xarardheere,,,,,,,,,,
689,2002-07-01,Xudur,,,30.0,,,,,375.0,,
690,2003-01-01,Adan Yabaal,,,,,,,,275.0,,
691,2003-01-01,Afgooye,,,6.6,,,,,8.4,,
692,2003-01-01,Afmadow,,,150.0,,,,,50.0,,
693,2003-01-01,Baardheere,,,1.428,,,,,6.0,,
694,2003-01-01,Badhaadhe,,,210.0,,,,,80.0,,
695,2003-01-01,Balcad,,,6.0,,,,,4.0,,
696,2003-01-01,Baraawe,,,800.0,,,,,,,
697,2003-01-01,Baidoa,,,,,,,,15.58,,
698,2003-01-01,Belet Weyne,,,1.2,,,,,4.8,,
699,2003-01-01,Belet Xaawo,,,180.0,,,,,50.0,,
700,2003-01-01,Borama,,,,,,,,,,
701,2003-01-01,Bu'aale,,,720.0,,,,,750.0,,
702,2003-01-01,Bulo Burto,,,1.2,,,,,3.0,,
703,2003-01-01,Burco,,,,,,,,,,
704,2003-01-01,Buur Hakaba,,,,,,,,5.75,,
705,2003-01-01,Cadale,,,,,,,,106.0,,
706,2003-01-01,Ceel Buur,,,,,,,,,,
707,2003-01-01,Ceel Dheer,,,,,,,,,,
708,2003-01-01,Diinsoor,,,,,,,,11.9,,
709,2003-01-01,Doolow,,,300.0,,,,,60.0,,
710,2003-01-01,Ceel Barde,,,8.0,,,,,75.0,,
711,2003-01-01,Garbahaarey,,,265.0,,,,,510.0,,
712,2003-01-01,Gebiley,,,,,,,,,,
713,2003-01-01,Baki,,,250.0,,,,,80.0,,
714,2003-01-01,Hargeysa,,,,,,,,,,
715,2003-01-01,Hobyo,,,,,,,,,,
716,2003-01-01,Jalalaqsi,,,1.2,,,,,2.1,,
717,2003-01-01,Jamaame,,,270.0,,,,,,,
718,2003-01-01,Jilib,,,720.0,,,,,100.0,,
719,2003-01-01,Jowhar,,,15.9,,,,,6.6,,
720,2003-01-01,Kismaayo,,,175.0,,,,,,,
721,2003-01-01,Kurtunwaarey,,,4.51,,,,,,,
722,2003-01-01,Luuq,,,700.0,,,,,150.0,,
723,2003-01-01,Marka,,,25.5,,,,,900.0,,
724,2003-01-01,Owdweyne,,,,,,,,,,
725,2003-01-01,Qansax Dheere,,,,,,,,9.9,,
726,2003-01-01,Qoryooley,,,4.41,,,,,750.0,,
727,2003-01-01,Rab Dhuure,,,175.0,,,,,320.0,,
728,2003-01-01,Saakow,,,210.0,,,,,1.5,,
729,2003-01-01,Sablaale,,,1.44,,,,,,,
730,2003-01-01,Sheikh,,,,,,,,,,
731,2003-01-01,Tayeeglow,,,300.0,,,,,1.32,,
732,2003-01-01,Waajid,,,,,,,,360.0,,
733,2003-01-01,Wanla Weyn,,,,,,,,10.8,,
734,2003-01-01,Xarardheere,,,,,,,,,,
735,2003-01-01,Xudur,,,375.0,,,,,840.0,,
736,2003-07-01,Adan Yabaal,,,,,,,,114.0,,
737,2003-07-01,Afgooye,,,13.35,,,,,,,
738,2003-07-01,Afmadow,,,978.0,,,,,30.0,,
739,2003-07-01,Baardheere,,,2.16,,,,,1.35,,
740,2003-07-01,Badhaadhe,,,1.274,,,,,18.0,,
741,2003-07-01,Balcad,,,3.85,,,,,900.0,,
742,2003-07-01,Baraawe,,,3.5,,,,,,,
743,2003-07-01,Baidoa,,,3.0,,,,,10.15,,
744,2003-07-01,Belet Weyne,,,100.0,,,,,200.0,,
745,2003-07-01,Belet Xaawo,,,30.0,,,,,,,
746,2003-07-01,Borama,,,1.068,,,,,3.045,,
747,2003-07-01,Bu'aale,,,250.0,,,,,495.0,,
748,2003-07-01,Bulo Burto,,,100.0,,,,,150.0,,
749,2003-07-01,Burco,,,,,,,,,,
750,2003-07-01,Buur Hakaba,,,600.0,,,,,7.2,,
751,2003-07-01,Cadale,,,,,,,,72.0,,
752,2003-07-01,Ceel Buur,,,,,,,,,,
753,2003-07-01,Ceel Dheer,,,,,,,,,,
754,2003-07-01,Diinsoor,,,100.0,,,,,4.2,,
755,2003-07-01,Doolow,,,100.0,,,,,,,
756,2003-07-01,Ceel Barde,,,1.0,,,,,9.0,,
757,2003-07-01,Garbahaarey,,,470.0,,,,,315.0,,
758,2003-07-01,Gebiley,,,1.736,,,,,18.365,,
759,2003-07-01,Baki,,,130.0,,,,,70.0,,
760,2003-07-01,Hargeysa,,,475.0,,,,,3.132,,
761,2003-07-01,Hobyo,,,,,,,,,,
762,2003-07-01,Jalalaqsi,,,300.0,,,,,40.0,,
763,2003-07-01,Jamaame,3.3,,3.3,,,,,,,
764,2003-07-01,Jilib,,,2.0,,,,,38.0,,
765,2003-07-01,Jowhar,,,9.65,,,,,1.5,,
766,2003-07-01,Kismaayo,,,800.0,,,,,,,
767,2003-07-01,Kurtunwaarey,,,11.5,,,,,,,
768,2003-07-01,Luuq,,,240.0,,,,,,,
769,2003-07-01,Marka,,,40.85,,,,,,,
770,2003-07-01,Owdweyne,,,10.0,,,,,385.0,,
771,2003-07-01,Qansax Dheere,,,800.0,,,,,3.0,,
772,2003-07-01,Qoryooley,,,15.638,,,,,80.0,,
773,2003-07-01,Rab Dhuure,,,16.0,,,,,31.0,,
774,2003-07-01,Saakow,,,180.0,,,,,2.4,,
775,2003-07-01,Sablaale,,,3.2,,,,,,,
776,2003-07-01,Sheikh,,,,,,,,,,
777,2003-07-01,Tayeeglow,,,19.0,,,,,45.0,,
778,2003-07-01,Waajid,,,,,,,,162.0,,
779,2003-07-01,Wanla Weyn,,,,,,,,5.2,,
780,2003-07-01,Xarardheere,,,,,,,,,,
781,2003-07-01,Xudur,,,20.0,,,,,33.0,,
782,2004-01-01,Adan Yabaal,,,,,,,,3.0,,
783,2004-01-01,Afgooye,,,5.4,,,,,3.0,,
784,2004-01-01,Afmadow,,,150.0,,,,,30.0,,
785,2004-01-01,Baardheere,,,1.25,,,,,5.7,,
786,2004-01-01,Badhaadhe,,,200.0,,,,,28.0,,
787,2004-01-01,Balcad,,,3.6,,,,,5.0,,
788,2004-01-01,Baraawe,,,250.0,,,,,,,
789,2004-01-01,Baidoa,,,500.0,,,,,5.0,,
790,2004-01-01,Belet Weyne,,,150.0,,,,,1.2,,
791,2004-01-01,Belet Xaawo,,,30.0,,,,,30.0,,
792,2004-01-01,Borama,,,,,,,,,,
793,2004-01-01,Bu'aale,,,320.0,,,,,750.0,,
794,2004-01-01,Bulo Burto,,,280.0,,,,,1.0,,
795,2004-01-01,Burco,,,,,,,,,,
796,2004-01-01,Buur Hakaba,,,400.0,,,,,2.5,,
797,2004-01-01,Cadale,,,,,,,,3.0,,
798,2004-01-01,Ceel Buur,,,,,,,,,,
799,2004-01-01,Ceel Dheer,,,,,,,,,,
800,2004-01-01,Diinsoor,,,400.0,,,,,12.0,,
801,2004-01-01,Doolow,,,80.0,,,,,30.0,,
802,2004-01-01,Ceel Barde,,,,,,,,,,
803,2004-01-01,Garbahaarey,,,184.0,,,,,76.0,,
804,2004-01-01,Gebiley,,,,,,,,,,
805,2004-01-01,Baki,,,150.0,,,,,20.0,,
806,2004-01-01,Hargeysa,,,,,,,,,,
807,2004-01-01,Hobyo,,,,,,,,,,
808,2004-01-01,Jalalaqsi,,,200.0,,,,,640.0,,
809,2004-01-01,Jamaame,,,240.0,,,,,,,
810,2004-01-01,Jilib,,,920.0,,,,,,,
811,2004-01-01,Jowhar,,,7.8,,,,,1.4,,
812,2004-01-01,Kismaayo,,,200.0,,,,,,,
813,2004-01-01,Kurtunwaarey,,,3.85,,,,,,,
814,2004-01-01,Luuq,,,280.0,,,,,100.0,,
815,2004-01-01,Marka,,,14.0,,,,,450.0,,
816,2004-01-01,Owdweyne,,,,,,,,,,
817,2004-01-01,Qansax Dheere,,,800.0,,,,,10.0,,
818,2004-01-01,Qoryooley,,,5.5,,,,,800.0,,
819,2004-01-01,Rab Dhuure,,,,,,,,,,
820,2004-01-01,Saakow,,,320.0,,,,,1.5,,
821,2004-01-01,Sablaale,,,490.0,,,,,,,
822,2004-01-01,Sheikh,,,,,,,,,,
823,2004-01-01,Tayeeglow,,,,,,,,,,
824,2004-01-01,Waajid,,,,,,,,363.0,,
825,2004-01-01,Wanla Weyn,,,,,,,,6.4,,
826,2004-01-01,Xarardheere,,,,,,,,,,
827,2004-01-01,Xudur,,,,,,,,,,
828,2004-07-01,Adan Yabaal,,,,,,,,,,
829,2004-07-01,Afgooye,,,13.75,,,,,,,
830,2004-07-01,Afmadow,,,15.0,,,,,25.0,,
831,2004-07-01,Baardheere,,,1.5,,,,,2.88,,
832,2004-07-01,Badhaadhe,,,240.0,,,,,45.0,,
833,2004-07-01,Balcad,,,4.8,,,,,,,
834,2004-07-01,Baraawe,,,1.8,,,,,,,
835,2004-07-01,Baidoa,,,2.4,,,,,7.5,,
836,2004-07-01,Belet Weyne,,,240.0,,,,,540.0,,
837,2004-07-01,Belet Xaawo,,,24.0,,,,,,,
838,2004-07-01,Borama,,,840.0,,,,,3.75,,
839,2004-07-01,Bu'aale,,,180.0,,,,,99.0,,
840,2004-07-01,Bulo Burto,,,900.0,,,,,1.2,,
841,2004-07-01,Burco,,,48.0,,,,,112.0,,
842,2004-07-01,Buur Hakaba,,,900.0,,,,,5.4,,
843,2004-07-01,Cadale,,,,,,,,,,
844,2004-07-01,Ceel Buur,,,,,,,,,,
845,2004-07-01,Ceel Dheer,,,,,,,,,,
846,2004-07-01,Diinsoor,,,400.0,,,,,5.2,,
847,2004-07-01,Doolow,,,40.0,,,,,,,
848,2004-07-01,Ceel Barde,,,,,,,,16.0,,
849,2004-07-01,Garbahaarey,,,34.0,,,,,7.0,,
850,2004-07-01,Gebiley,,,1.26,,,,,8.4,,
851,2004-07-01,Baki,,,90.0,,,,,175.0,,
852,2004-07-01,Hargeysa,,,480.0,,,,,775.0,,
853,2004-07-01,Hobyo,,,,,,,,,,
854,2004-07-01,Jalalaqsi,,,1.4,,,,,150.0,,
855,2004-07-01,Jamaame,,,106.0,,,,,,,
856,2004-07-01,Jilib,,,720.0,,,,,,,
857,2004-07-01,Jowhar,,,10.4,,,,,2.3,,
858,2004-07-01,Kismaayo,,,160.0,,,,,,,
859,2004-07-01,Kurtunwaarey,,,14.86,,,,,,,
860,2004-07-01,Luuq,,,200.0,,,,,,,
861,2004-07-01,Marka,,,21.0,,,,,,,
862,2004-07-01,Owdweyne,,,34.0,,,,,1.17,,
863,2004-07-01,Qansax Dheere,,,400.0,,,,,4.6,,
864,2004-07-01,Qoryooley,,,10.2,,,,,,,
865,2004-07-01,Rab Dhuure,,,,,,,,36.0,,
866,2004-07-01,Saakow,,,240.0,,,,,720.0,,
867,2004-07-01,Sablaale,,,2.0,,,,,,,
868,2004-07-01,Sheikh,,,26.0,,,,,185.0,,
869,2004-07-01,Tayeeglow,,,7.0,,,,,128.0,,
870,2004-07-01,Waajid,,,,,,,,180.0,,
871,2004-07-01,Wanla Weyn,,,,,,,,5.0,,
872,2004-07-01,Xarardheere,,,,,,,,,,
873,2004-07-01,Xudur,,,10.0,,,,,92.0,,
874,2005-01-01,Adan Yabaal,,,,,,,,,,
875,2005-01-01,Afgooye,,,4.0,,,,560.0,9.42,,
876,2005-01-01,Afmadow,20.0,,150.0,,,,,24.0,,
877,2005-01-01,Baardheere,480.0,,2.45,,,,900.0,10.5,,
878,2005-01-01,Badhaadhe,16.0,,180.0,,,,9.0,18.0,,
879,2005-01-01,Balcad,,,2.1,,,,700.0,1.5,,
880,2005-01-01,Baraawe,,,720.0,,,,1.5,,,
881,2005-01-01,Baidoa,,,1.4,,,,,9.0,,
882,2005-01-01,Belet Weyne,,,360.0,,,,,5.98,,
883,2005-01-01,Belet Xaawo,,,300.0,,,,,56.0,,
884,2005-01-01,Borama,,,,,,,,,,
885,2005-01-01,Bu'aale,23.0,,400.0,,,,750.0,1.25,,
886,2005-01-01,Bulo Burto,,,720.0,,,,,2.88,,
887,2005-01-01,Burco,,,,,,,,,,
888,2005-01-01,Buur Hakaba,,,600.0,,,,,14.0,,
889,2005-01-01,Cadale,,,,,,,,,,
890,2005-01-01,Ceel Buur,,,,,,,,,,
891,2005-01-01,Ceel Dheer,,,,,,,,,,
892,2005-01-01,Diinsoor,,,400.0,,,,,10.0,,
893,2005-01-01,Doolow,,,280.0,,,,,80.0,,
894,2005-01-01,Ceel Barde,,,28.0,,,,,59.0,,
895,2005-01-01,Garbahaarey,14.0,,285.0,,,,26.0,180.0,,
896,2005-01-01,Gebiley,,,,,,,,,,
897,2005-01-01,Baki,4.0,,40.0,,,,2.0,40.0,,
898,2005-01-01,Hargeysa,,,,,,,,,,
899,2005-01-01,Hobyo,,,,,,,,,,
900,2005-01-01,Jalalaqsi,,,650.0,,,,180.0,875.0,,
901,2005-01-01,Jamaame,30.0,,372.0,,,,729.0,,,
902,2005-01-01,Jilib,15.0,,480.0,,,,450.0,,,
903,2005-01-01,Jowhar,,,2.875,,,,1.38,1.92,,
904,2005-01-01,Kismaayo,2.0,,148.0,,,,141.0,,,
905,2005-01-01,Kurtunwaarey,,,1.33,,,,8.3,,,
906,2005-01-01,Luuq,,,900.0,,,,,200.0,,
907,2005-01-01,Marka,,,7.16,,,,1.6,800.0,,
908,2005-01-01,Owdweyne,,,,,,,,,,
909,2005-01-01,Qansax Dheere,,,400.0,,,,,7.8,,
910,2005-01-01,Qoryooley,,,735.0,,,,1.68,500.0,,
911,2005-01-01,Rab Dhuure,,,31.0,,,,,172.0,,
912,2005-01-01,Saakow,12.0,,160.0,,,,600.0,3.0,,
913,2005-01-01,Sablaale,,,600.0,,,,1.02,,,
914,2005-01-01,Sheikh,,,,,,,,,,
915,2005-01-01,Tayeeglow,,,93.0,,,,,898.0,,
916,2005-01-01,Waajid,,,,,,,,600.0,,
917,2005-01-01,Wanla Weyn,,,,,,,400.0,11.9,,
918,2005-01-01,Xarardheere,,,,,,,,,,
919,2005-01-01,Xudur,,,93.0,,,,,730.0,,
920,2005-07-01,Adan Yabaal,,,,,,,,,,
921,2005-07-01,Afgooye,,,4.0,,,,,,,
922,2005-07-01,Afmadow,,,70.0,,,,,18.0,,
923,2005-07-01,Baardheere,,,261.0,,,,,70.0,,
924,2005-07-01,Badhaadhe,,,200.0,,,,,24.0,,
925,2005-07-01,Balcad,,,3.6,,,,,850.0,,
926,2005-07-01,Baraawe,,,600.0,,,,,,,
927,2005-07-01,Baidoa,,,1.0,,,,,7.5,,
928,2005-07-01,Belet Weyne,,,,,,,,50.0,,
929,2005-07-01,Belet Xaawo,,,50.0,,,,,,,
930,2005-07-01,Borama,,,1.553,,,,,3.451,,
931,2005-07-01,Bu'aale,600.0,,2.432,,,,140.0,12.0,,
932,2005-07-01,Bulo Burto,,,,,,,,60.0,,
933,2005-07-01,Burco,,,20.0,,,,,138.0,,
934,2005-07-01,Buur Hakaba,,,400.0,,,,,1.0,,
935,2005-07-01,Cadale,,,,,,,,75.0,,
936,2005-07-01,Ceel Buur,,,,,,,,,,
937,2005-07-01,Ceel Dheer,,,,,,,,,,
938,2005-07-01,Diinsoor,,,100.0,,,,,2.0,,
939,2005-07-01,Doolow,,,75.0,,,,,,,
940,2005-07-01,Ceel Barde,,,,,,,,,,
941,2005-07-01,Garbahaarey,,,27.0,,,,,8.0,,
942,2005-07-01,Gebiley,,,1.8,,,,,15.249,,
